"","GSM3242250","GSM3242251","GSM3242252","GSM3242253","GSM3242254","GSM3242255","GSM3242256","GSM3242257","ent_gene","symbol_limma"
"ILMN_2158336",4.58176841972855,4.81662924376202,4.70594032607282,4.69142447227231,4.72827517663614,4.89912997782444,4.87137180784693,4.91148631783263,"56904","SH3GLB2"
"ILMN_1753607",1.23824845837885,1.28622610202926,1.24378010170829,1.14937754546088,1.37223623898961,1.35634689673281,1.44366488258752,1.31291381662909,"56902","PNO1"
"ILMN_1756573",0.67106167723746,0.565067144640183,0.668880793049774,0.612029322495027,0.722740894336557,0.88489005813743,0.684768090311295,0.372157699292496,"56901","NDUFA4L2"
"ILMN_1795893",2.22352548226145,2.21989888240026,2.05572690909377,2.16605664440112,2.23539834657497,2.14991273844571,2.44932137520673,2.46202397929549,"56900","TMEM167B"
"ILMN_1764794",2.84845039659198,2.95696722775809,2.94637345216272,2.94461432885373,2.84407732122947,3.11292513237588,3.20204010772625,3.11621667124435,"5690","PSMB2"
"ILMN_1758392",4.17872037135801,4.5075127938724,4.1695217782656,4.41243302748989,4.26117340998906,4.15112850472611,4.73080008870988,4.71338934159582,"56899","ANKS1B"
"ILMN_1673360",0.44016056277067,0.294627078473692,0.381167983351256,0.331749764086756,0.497361265892294,0.2144897163084,0.241662783026647,0.47442372227884,"56898","BDH2"
"ILMN_2332105",3.23396104108723,3.28338446383959,3.53772424931003,3.44226973289318,3.44226973289318,3.3596096911588,3.23705862149748,3.25412202368449,"56897","WRNIP1"
"ILMN_1804509",0.258707967661087,0.531723286453801,0.388659235207925,0.320189383326335,0.356712092318559,0.296756403128457,0.326901026150225,0.225073888087566,"56896","DPYSL5"
"ILMN_1730504",3.36337264526474,3.39786796629802,3.0082787272553,2.89948620458434,2.89913047413432,2.99215393519974,3.87948532030662,3.71051045563423,"56895","AGPAT4"
"ILMN_1654010",0.329792115255845,0.295675196114871,0.329670973121655,0.242138944628601,0.339877708739665,0.316427787751632,0.295439437803361,0.3138320422263,"56894","AGPAT3"
"ILMN_1789349",3.43555752579688,3.57725336692375,3.84177094247328,3.62063739810419,3.5967028858377,3.77954534989774,3.35306310457422,3.29404611024821,"56893","UBQLN4"
"ILMN_1656369",0.838567343935601,0.59814696694288,0.900941102413959,1.11891743967036,0.7647791965358,1.02087313009782,1.15568547139736,0.741468784881053,"56892","TCIM"
"ILMN_1655245",0.67126584505077,0.43526033951038,0.733781317057521,0.602369708739944,0.660534278781146,0.659362919060026,0.741919371119071,0.86826448330296,"56890","MDM1"
"ILMN_1789176",4.18393484247733,4.29536355139904,4.04967143367707,4.11302104865487,3.91452358526801,4.20165233251879,4.2384508015188,4.2174421877174,"5689","PSMB1"
"ILMN_1669931",2.32495464289174,2.24397557085055,2.0457712446089,2.22542104705532,2.23037155942071,2.2477901022466,2.35571104006739,2.29771953032014,"56889","TM9SF3"
